camera_name,frame_filename,in_danger_zone,percent
DpR-Csp-uipv-ShV-V1,82e0422b-d5bd-4e8a-812b-56e6d8747ed6.jpg,True,0.6209
DpR-Csp-uipv-ShV-V1,832471ab-783b-4689-abfe-044e2980574c.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,8370b7d9-7c81-4ab3-a186-acf8ac0bc38d.jpg,True,0.8116
DpR-Csp-uipv-ShV-V1,837c32b0-1a83-4c1c-8910-caf6564fea3b.jpg,True,0.9754
DpR-Csp-uipv-ShV-V1,8398b455-a432-429b-a969-781bbd8d730b.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,847f5581-a460-4e06-b79f-969aad0af323.jpg,True,0.6475
DpR-Csp-uipv-ShV-V1,84a76ae9-819a-4042-9309-157fbcec1c54.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,865da5fe-a667-49b4-98ce-277232127e0c.jpg,True,0.3986
DpR-Csp-uipv-ShV-V1,86b51aa5-1877-4b9c-a216-90d1d5420588.jpg,True,0.5417
DpR-Csp-uipv-ShV-V1,86ee55bf-11cb-43e3-894d-2fdfac4d69a3.jpg,True,0.4157
DpR-Csp-uipv-ShV-V1,87462fc1-4850-48e6-b842-183fe2acfc95.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,8754b2a8-bcbd-4500-a3a1-8e8e10a04ce1.jpg,True,0.6634
DpR-Csp-uipv-ShV-V1,878c9066-2a7b-4269-bc4b-b6020a5bd904.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,87f30fe9-9fb3-4ec7-8aa1-1ae669999954.jpg,True,0.2676
DpR-Csp-uipv-ShV-V1,87fd767d-327b-4bfe-ad70-13d2bca14592.jpg,True,0.5526
DpR-Csp-uipv-ShV-V1,889f3cb8-75fa-4dfd-828c-5e63133c8d2f.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,89493e4f-4cee-4a56-850d-6d11eccd4070.jpg,True,0.9824
DpR-Csp-uipv-ShV-V1,895c7e8f-a69d-4e00-a226-4a266bb0a847.jpg,True,0.8033
DpR-Csp-uipv-ShV-V1,895c7e8f-a69d-4e00-a226-4a266bb0a847.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,899aec9f-3d27-4dd5-a3ce-3e832ead3a20.jpg,True,0.6085
DpR-Csp-uipv-ShV-V1,89b2899b-13e4-4379-b6c5-744bbd746b10.jpg,True,0.7008
DpR-Csp-uipv-ShV-V1,89badf0b-67de-4ef0-b4c3-c5b8f8271227.jpg,False,0.0001
DpR-Csp-uipv-ShV-V1,89ebff9c-fe1c-4e5a-890f-2b4fa77239a8.jpg,True,0.7676
DpR-Csp-uipv-ShV-V1,8a49189d-0604-494d-9435-8379bf4a0d47.jpg,True,0.261
DpR-Csp-uipv-ShV-V1,8a4ec5eb-8fc5-4caa-a090-cf083c62661e.jpg,True,0.4007
DpR-Csp-uipv-ShV-V1,8aaecf36-7f47-434f-aaa9-c8d4026fb515.jpg,True,0.5095
DpR-Csp-uipv-ShV-V1,8ab6849a-152e-4fb7-8223-06b7bc9358cb.jpg,True,0.5721
DpR-Csp-uipv-ShV-V1,8b2ba5b3-0b15-435f-add3-9e48e1379310.jpg,True,0.6045
DpR-Csp-uipv-ShV-V1,8b47e547-fd1a-4ff7-962e-f93241b55a4f.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,8ba2a3dc-8ee9-4154-a590-05a0b79bb34e.jpg,True,0.9803000000000001
DpR-Csp-uipv-ShV-V1,8ba7a7ca-eb78-44e6-b5e6-436a4d03f700.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,8bc815cc-e3c1-4209-abfb-03cb41d44a88.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,8cf83998-5e6c-40df-8f88-0e3cd41ea61d.jpg,True,0.2838
DpR-Csp-uipv-ShV-V1,8d216766-c919-4250-bd4f-a10ae3e18de7.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,8d235a51-226d-4c4c-bb19-9e1276e75719.jpg,True,0.7062
DpR-Csp-uipv-ShV-V1,8d6937ab-91c0-4804-a940-92ba629aaa0c.jpg,True,0.6353
DpR-Csp-uipv-ShV-V1,8d7282e1-d517-45c1-ad91-c049d5052c01.jpg,True,0.2609
DpR-Csp-uipv-ShV-V1,8d8711cc-fa9f-4fee-9e68-33932a29ef77.jpg,True,0.9986
DpR-Csp-uipv-ShV-V1,8dc80893-c3bd-4128-af76-b7838e44c922.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,8e174a56-91de-4fde-8505-3b113118890c.jpg,True,0.505
DpR-Csp-uipv-ShV-V1,8e4fb35f-ba70-4ff7-a3f0-d1cf1cd566a8.jpg,True,0.3564
DpR-Csp-uipv-ShV-V1,8e5c2c79-55d3-444b-864c-8e964604f12b.jpg,True,0.3024
DpR-Csp-uipv-ShV-V1,8e94cc93-9b10-4d2c-aa11-9ff0667e1da9.jpg,True,0.6261
DpR-Csp-uipv-ShV-V1,8e9e140b-2f92-4f5b-85b9-478a71449fc3.jpg,True,0.6009
DpR-Csp-uipv-ShV-V1,8f5f6aa9-cd45-4cab-801d-5c1d889ddabb.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,8fb879c0-e726-494d-8709-27b254ecebda.jpg,True,0.5458
DpR-Csp-uipv-ShV-V1,8fba1baa-5c83-475a-b9ee-891ddd8a5baf.jpg,True,0.37929999999999997
DpR-Csp-uipv-ShV-V1,8fbc0008-8dcf-4484-ae1e-e511779a930e.jpg,True,0.33379999999999993
DpR-Csp-uipv-ShV-V1,8fcbb362-8772-41be-8373-f93fac271e0a.jpg,True,0.6773
DpR-Csp-uipv-ShV-V1,8fceb1ee-ab30-45d9-8cdb-a0cad08f5a86.jpg,True,0.6574
DpR-Csp-uipv-ShV-V1,905f8121-468e-41a6-a030-e95b4ad21de2.jpg,True,0.4118
DpR-Csp-uipv-ShV-V1,90dc15ca-f3ff-4cea-8e18-adf954b57a9d.jpg,True,0.6207
DpR-Csp-uipv-ShV-V1,9106a3d3-9e02-4b53-99f6-e77a7e922074.jpg,True,0.3858
DpR-Csp-uipv-ShV-V1,91502c54-8eac-483d-9773-cc0d52715a8d.jpg,True,0.5392
DpR-Csp-uipv-ShV-V1,9162d029-b529-44c7-bc3b-746e33a19a13.jpg,True,0.6526
DpR-Csp-uipv-ShV-V1,9162d029-b529-44c7-bc3b-746e33a19a13.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,9162d029-b529-44c7-bc3b-746e33a19a13.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,9162d029-b529-44c7-bc3b-746e33a19a13.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,91f29221-94ec-45a9-b69c-b9e0cde0a954.jpg,True,0.9327
DpR-Csp-uipv-ShV-V1,92e48097-e528-46ca-a206-67ba380406ef.jpg,True,0.9839
DpR-Csp-uipv-ShV-V1,93372de4-e098-462b-b2e9-85efb5144b34.jpg,True,0.9746000000000001
DpR-Csp-uipv-ShV-V1,936cbb85-ef4a-4406-ad7e-fbf26da207cf.jpg,True,0.3337
DpR-Csp-uipv-ShV-V1,943b6a8f-9619-4545-9a2f-fe8e3b7050b2.jpg,True,0.3638
DpR-Csp-uipv-ShV-V1,9457fbbf-241f-4ed5-9bf0-ef502cf05e78.jpg,True,0.9948999999999999
DpR-Csp-uipv-ShV-V1,945e79e8-cb61-4744-a45b-7ca375345220.jpg,True,0.6344
DpR-Csp-uipv-ShV-V1,94631c6d-dd04-43cc-adc8-7647dcd2950d.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,94b79b8a-b98f-471c-870e-200f1f581f9a.jpg,True,0.5755
DpR-Csp-uipv-ShV-V1,94f4dd5f-51cf-44cd-8e71-51531e035acc.jpg,True,0.6503999999999999
DpR-Csp-uipv-ShV-V1,956b081d-a5ce-470c-b99f-615d8773794b.jpg,True,0.537
DpR-Csp-uipv-ShV-V1,95c37a7e-896c-4a39-b15d-351e2d066d83.jpg,True,0.6034
DpR-Csp-uipv-ShV-V1,960bb064-95d4-4817-b198-3dbad44e25d1.jpg,True,0.8672
DpR-Csp-uipv-ShV-V1,96192f98-7086-490a-8bee-67ebcc3efe9d.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,96b32bdb-a523-46f1-adf2-adf4fa95d993.jpg,True,0.9835
DpR-Csp-uipv-ShV-V1,96d04581-0722-4763-bbef-8352c9481615.jpg,True,0.6109
DpR-Csp-uipv-ShV-V1,9757d554-0bf1-41fe-850b-7a123ac74929.jpg,True,0.9966000000000002
DpR-Csp-uipv-ShV-V1,97e6a805-9c6e-4a21-ae9c-a4b4059d13f0.jpg,False,0.0192
DpR-Csp-uipv-ShV-V1,97f6c6af-5c15-46e9-8977-a14691e31faa.jpg,True,0.3944
DpR-Csp-uipv-ShV-V1,981344e2-4455-400a-bf56-404c8fa00729.jpg,True,0.8802
DpR-Csp-uipv-ShV-V1,98db0975-f631-4088-8e8a-38ea202454d1.jpg,True,0.6539
DpR-Csp-uipv-ShV-V1,9987a040-5202-4aef-a82d-fb0b5e140a88.jpg,True,0.618
DpR-Csp-uipv-ShV-V1,99a31f8e-aebf-454a-bfc7-381f0c9b5923.jpg,True,0.405
DpR-Csp-uipv-ShV-V1,99dcfcd7-704a-4a7e-b6c3-dad2ee14851d.jpg,True,0.6221
DpR-Csp-uipv-ShV-V1,99dcfcd7-704a-4a7e-b6c3-dad2ee14851d.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,99dcfcd7-704a-4a7e-b6c3-dad2ee14851d.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,99dd3af5-df12-47e0-8891-ba47a066b375.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,9b0ce7ef-050f-4022-a91c-2d5d4c663c50.jpg,True,0.8579000000000001
DpR-Csp-uipv-ShV-V1,9b2d0107-663e-4285-ae7c-60408d21ffcd.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,9b785562-a9f1-4478-86da-7a41b4a1b5a2.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,9bdbce35-d0fe-4614-9c0f-8b5effda58f4.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,9bea1cfd-234f-45b7-a67b-32c3e9861eed.jpg,False,0.0125
DpR-Csp-uipv-ShV-V1,9bea1cfd-234f-45b7-a67b-32c3e9861eed.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,9beb48d3-cb2f-4860-9c3e-e8b1dafe2198.jpg,True,0.5265
DpR-Csp-uipv-ShV-V1,9c619f6b-77b2-425b-a181-c1d4e7c388c0.jpg,True,0.5489
DpR-Csp-uipv-ShV-V1,9cc5910d-164e-4007-a715-6aa4bd2a899f.jpg,True,0.6743000000000001
DpR-Csp-uipv-ShV-V1,9d27fd4c-86c3-4000-b66c-c5d788a8db25.jpg,True,0.6104
DpR-Csp-uipv-ShV-V1,9d536db8-baa5-4de5-92ea-8aae2168665c.jpg,True,0.581
DpR-Csp-uipv-ShV-V1,9d8ea6dc-b0ca-4d08-ad00-1acfea82e170.jpg,True,1.0
DpR-Csp-uipv-ShV-V1,9d8ea6dc-b0ca-4d08-ad00-1acfea82e170.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,9dd13b26-b044-4321-9c2a-2885aafee2b5.jpg,True,0.9698
DpR-Csp-uipv-ShV-V1,9dd28424-169d-4b34-b889-a3007615baed.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,9e0ab610-b383-4629-a77c-2a30d01db15f.jpg,True,0.5088
DpR-Csp-uipv-ShV-V1,9e15f48b-7a2a-4508-b88e-0ffe17c8aca9.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,9e2a88d5-e64d-42a5-b8da-c8bfbc7a8d18.jpg,True,0.6801999999999999
DpR-Csp-uipv-ShV-V1,9e94e5dd-c44d-42c4-887e-4e805a3c143f.jpg,True,0.4066
DpR-Csp-uipv-ShV-V1,9f139a65-b50f-4fdc-9fa9-2542c0018e90.jpg,False,0.0415
DpR-Csp-uipv-ShV-V1,9fccb6a6-df63-4bc5-ab0d-2da894355cf0.jpg,False,0.0
DpR-Csp-uipv-ShV-V1,9ffd7ed3-d9c5-415d-aefc-bf565148e6a7.jpg,True,0.5284
Pgp-com2-K-1-0-9-36,0110b1e9-cac0-426c-a286-ef21347edfb8.jpg,True,1.0
Pgp-com2-K-1-0-9-36,03be4d15-5028-4608-9262-74d051b68819.jpg,True,0.361
Pgp-com2-K-1-0-9-36,06117dff-bb04-41ee-8a85-94c3b629a1ee.jpg,False,0.0
Pgp-com2-K-1-0-9-36,065b9b28-acfc-4274-93a9-4b59d462d2c3.jpg,True,1.0
Pgp-com2-K-1-0-9-36,08f0c6e3-6bc2-454f-9aa8-38f8807a3086.jpg,True,1.0
Pgp-com2-K-1-0-9-36,0a6f1d91-8877-4e51-916f-8aa6282b3e3f.jpg,True,1.0
Pgp-com2-K-1-0-9-36,0cc0698d-914f-4395-8909-e24e54e472f9.jpg,True,1.0
Pgp-com2-K-1-0-9-36,0d7a99f7-bd6f-4ee4-8541-100509e64ea7.jpg,True,1.0
Pgp-com2-K-1-0-9-36,0e00a598-be59-4261-b0da-bb3fc1dd8720.jpg,True,1.0
Pgp-com2-K-1-0-9-36,0e7d521b-9936-45e5-ad06-971961b78bc6.jpg,False,0.0417
Pgp-com2-K-1-0-9-36,10d8ecef-dbf5-4a73-b8c4-581ff1c292b4.jpg,True,0.3968
Pgp-com2-K-1-0-9-36,115eb961-32a1-46e4-8455-749a34edb5f3.jpg,True,1.0
Pgp-com2-K-1-0-9-36,121f847d-0e9e-41bb-bbbe-6367522dc5cb.jpg,True,0.9736
Pgp-com2-K-1-0-9-36,147bf9e2-13f9-475f-b4e9-c8d59664dd57.jpg,True,0.6064
Pgp-com2-K-1-0-9-36,14828023-b8bc-4506-9a64-fe64b47eebd9.jpg,True,1.0
Pgp-com2-K-1-0-9-36,17caa854-7c89-4735-91f3-a1b01b3760df.jpg,True,1.0
Pgp-com2-K-1-0-9-36,17dac5a0-82c1-4bde-8f66-8ca263e28051.jpg,True,1.0
Pgp-com2-K-1-0-9-36,1a290c19-a151-4da3-a866-33d7df924fb5.jpg,True,1.0
Pgp-com2-K-1-0-9-36,1b82031d-1dcd-48e5-b556-2b75f627e433.jpg,True,1.0
Pgp-com2-K-1-0-9-36,1cd8f610-c5a2-4a68-8a21-c6527bbae20b.jpg,True,0.6223
Pgp-com2-K-1-0-9-36,1f3182b6-771c-485f-b8de-a10fa607bee4.jpg,True,1.0
Pgp-com2-K-1-0-9-36,2153593f-09d6-4ff1-b470-476ce568b7d3.jpg,True,1.0
Pgp-com2-K-1-0-9-36,2361fd04-ced4-4e1e-82e6-bf3efaade44f.jpg,True,1.0
